Session_Duration,Pages_Visited,Bounce_Rate,Conversions,Returning_Customer
296.41739608900485,1,45.5,0,1
456.4643655814006,2,47.08,0,1
50.0,4,70.66,0,1
382.19025043752237,6,94.06,0,1
308.7047068238171,4,32.93,0,0
270.09926495341324,6,4.22,0,0
309.17607765355024,8,49.63,1,1
101.24310853991071,7,54.45,0,0
278.03281121624883,5,16.84,0,0
335.71125715117466,2,76.05,0,1
447.78940447415164,1,98.49,0,1
248.17297817263525,7,94.58,0,0
219.15063971068122,4,19.71,0,1
249.82429564154634,1,87.54,0,1
391.5402117702074,6,70.45,0,0
332.8751109659685,5,45.38,0,1
247.02397962329613,8,54.06,0,0
351.32674331133563,5,84.96,0,0
309.70775493480403,4,48.01,0,0
396.8644990532889,10,37.32,0,0
229.79469061226476,7,49.32,0,0
267.23378534022316,4,57.91,0,1
260.7891846867842,8,18.91,0,1
153.64850518678816,5,90.09,0,0
329.6120277064576,5,67.42,0,1
326.10552721798894,5,63.33,0,0
300.5113456642461,2,9.95,0,0
276.54128666248533,3,60.42,0,1
158.46292579495858,4,12.1,0,0
257.9354677234641,9,7.87,0,0
265.72854834732306,1,52.73,0,1
219.77227307783812,5,40.28,0,0
283.8714288333991,5,58.88,0,1
340.40508568145384,5,8.92,0,0
488.618590121053,5,43.1,0,0
317.4577812831839,4,17.48,0,0
325.7550390722764,9,98.71,0,0
292.55540842338326,6,56.12,1,0
108.12287847009586,2,68.74,0,0
297.3486124550783,6,32.54,0,1
306.02302099410264,6,9.47,1,1
546.3242112485286,6,97.59,0,0
280.76390352188776,5,28.63,0,0
330.15473423336124,2,42.38,0,0
296.5288230294757,5,64.99,0,1
183.1321962380468,3,2.47,0,1
414.28228145150206,3,81.03,1,0
375.1933032686774,3,53.66,0,1
379.10319470430466,6,27.82,0,0
209.06125452052612,6,6.16,0,0
440.2794310936099,4,16.25,0,0
159.81489372077192,5,89.5,0,0
358.68570938002705,5,68.6,1,0
519.0455625809979,7,24.99,1,0
200.94636748693117,5,6.56,0,1
243.3702270397228,3,69.06,1,0
309.96513650876415,4,57.24,0,0
249.6524345883801,7,40.45,0,0
144.93365689338674,5,36.36,0,0
306.85629748060273,7,21.68,0,0
193.76962862738952,8,66.96,0,0
347.35924306351814,7,97.07,0,0
208.05757657661968,5,17.57,0,0
454.993440501754,8,59.71,0,0
221.6746707663763,4,42.42,0,0
267.79384837943246,6,44.67,1,1
381.35172173696697,8,25.41,0,1
176.91356835660446,6,82.51,0,0
322.74599346041293,3,48.53,0,0
430.7142754282428,8,54.34,0,0
139.25167654387724,4,30.48,0,0
318.4633858532304,7,18.18,0,0
325.98827942484235,2,8.59,0,0
378.18228717773104,10,71.41,0,0
176.3049289121918,6,19.62,0,1
167.95433869157236,4,69.01,0,0
352.19415656168974,5,39.04,0,0
329.6984673233186,6,41.58,0,0
325.0492850345877,4,46.92,0,1
334.6448209496976,5,36.77,0,1
231.99752784215093,6,10.06,0,0
323.2253697161004,3,30.96,1,1
329.3072473298681,7,66.37,0,0
228.5648581973632,7,66.58,0,1
486.57745111447565,8,28.62,0,1
347.38329209117876,4,46.01,0,0
180.86965027973514,7,19.34,0,1
365.65536086338295,3,21.04,1,0
202.53183297726787,4,2.3,1,0
378.7084603742452,4,89.67,0,0
415.8595579007404,1,21.07,0,1
217.93176816482895,1,22.75,0,0
396.33761292443216,1,27.96,0,0
341.27809269364985,7,12.74,0,1
382.206015999449,5,63.93,0,0
489.6792982653948,5,7.51,0,0
275.46118839971297,8,13.42,0,0
224.62638356425106,3,64.48,0,0
211.04855703744767,5,33.97,0,0
218.4189715034562,3,70.79,0,0
292.2898290585896,5,55.74,0,1
334.1151974816644,1,25.6,1,1
327.6690799330019,7,65.08,0,0
382.71832490360237,2,11.63,0,0
301.3001891877907,4,53.64,0,0
445.3534077157317,6,43.71,0,1
273.5343166762044,7,26.79,0,0
572.0169166589619,9,60.4,0,0
362.56673477650065,4,87.13,1,1
214.28424435837175,1,99.89,0,0
192.91075019388876,4,60.78,0,0
348.24724152431855,6,40.47,0,1
277.6537214674149,3,22.52,1,1
371.4000494092092,4,25.71,0,0
347.32376245735446,2,47.95,1,1
292.7171087343127,6,36.73,1,0
215.3206281931595,8,91.38,0,1
148.51527753141355,7,36.83,0,0
255.34850479329788,2,37.34,1,1
385.63987943234724,6,38.35,0,1
321.4093744130204,9,83.66,0,1
175.42612212880118,3,65.08,0,1
317.3180925851182,8,61.42,0,0
338.53173797288366,7,33.41,0,0
211.61425637988668,6,81.79,0,0
315.3725105945528,10,3.84,0,1
305.8208718446,5,87.08,0,1
185.70297021693767,5,51.27,0,0
335.77873603482834,5,39.83,1,1
356.07845263682344,5,49.72,0,1
408.3051243175277,4,66.74,0,1
405.3802052034903,10,1.28,0,1
162.2330632042909,3,87.16,0,0
206.21749600848773,2,44.67,1,0
351.503526720866,6,34.3,0,0
351.37859509122086,4,13.82,0,0
351.5047686306048,4,43.95,1,1
685.2731490654721,8,49.63,1,1
357.0890510693167,5,40.36,0,1
413.5565640180599,4,67.87,0,1
395.40017634932025,7,42.09,0,0
365.1391251305798,4,96.14,0,0
268.47307553596545,2,59.93,0,0
375.89692204932675,2,80.75,0,0
222.71747854624283,3,10.94,0,0
276.31813932599914,3,39.73,0,0
251.46364521708966,8,33.68,0,0
308.18741393863223,6,56.95,1,0
531.4658566673509,1,86.11,0,1
113.27348074082519,8,7.83,1,0
368.62601903745133,5,7.26,1,0
138.72841288103484,4,85.03,0,0
252.80681342105666,5,21.29,0,1
408.8950596967366,7,66.88,0,0
306.42800190954625,6,54.29,0,0
192.2255222070694,3,83.29,0,1
228.4696290740032,4,12.51,0,0
367.95977489346757,2,12.98,1,1
226.96333682828634,4,55.68,0,0
321.6458589581975,1,94.64,0,0
304.55718399038136,9,41.5,0,0
234.8399652394183,3,32.69,0,1
514.3944089325325,1,60.67,1,0
363.3919022318011,5,93.04,0,0
97.4857413342393,4,83.69,0,0
318.64543147694275,6,99.55,0,0
233.8213535231612,5,2.26,0,0
385.2433334796224,8,11.29,0,1
220.74792615672993,5,60.95,0,1
288.5263558533101,7,82.06,0,0
350.49872789804573,4,28.52,1,0
386.5755194170122,1,23.92,1,1
179.9703592944224,5,78.7,0,0
266.54987641590515,4,5.64,0,0
252.50546888390437,3,36.94,0,0
234.6670767426288,2,50.58,0,1
476.54542402810966,12,56.03,0,1
340.4981710960956,5,72.86,0,1
173.9116045664955,10,35.48,0,0
391.7861947054776,6,61.27,0,0
512.2156197012633,1,58.54,0,1
403.2465260551147,6,54.76,0,0
148.06300340459865,2,64.05,0,1
251.57659271337485,4,25.94,0,1
426.69111491866227,5,8.46,1,0
229.23305343812194,8,11.93,0,1
344.38194281462285,4,22.46,0,0
377.4634053429337,2,50.02,0,1
207.30695284219172,1,84.04,0,0
294.04746439382,8,70.13,0,0
50.0,8,78.9,0,1
197.561235866571,4,35.1,1,1
274.743184860684,1,40.47,0,0
175.22168180351505,9,39.37,1,0
463.24113039316353,4,19.19,0,0
156.98586220393673,2,6.12,0,0
255.99555133030162,4,59.09,0,0
313.07405772860915,3,98.92,0,0
444.1273289066115,8,16.68,0,0
156.41378488205606,9,4.67,0,0
416.31637521549595,4,77.95,0,0
301.0233061019587,4,25.26,0,0
201.8491348952049,5,82.96,0,0
346.2103474263271,11,70.39,0,1
319.905969557347,8,94.57,1,0
239.97831228412053,6,40.89,0,1
306.9802084990019,2,66.2,0,1
261.468640313824,8,46.49,0,1
311.3517345251248,7,63.06,0,1
366.21306745210467,6,44.96,0,1
458.6016816145352,5,18.86,0,0
176.21845011731511,3,50.79,0,0
513.3033374656267,5,52.86,0,1
104.79122004774982,3,81.06,0,0
284.82149049644164,3,73.55,0,1
358.83172064845763,7,66.38,1,0
328.0991867735033,4,11.34,0,1
237.73004801794062,4,72.06,1,0
279.1877749642725,6,50.03,0,0
250.69990653411674,6,89.41,0,0
241.06352430557885,3,91.99,1,1
384.9602097021025,4,5.52,1,1
335.7015485965047,6,82.06,0,0
230.70904047393458,6,3.77,0,1
389.95998754332504,6,36.72,0,0
330.72995208766093,6,54.23,0,0
381.28621188389604,3,14.81,0,0
362.96288419236123,5,74.63,0,0
217.10049890779277,2,0.84,1,0
243.98189598030305,5,16.86,0,0
374.7293605123262,3,58.08,0,1
361.0370265433465,3,71.44,0,1
297.90984060358517,5,91.66,0,0
311.7327383308782,11,70.55,0,0
427.7664895788425,7,67.18,0,0
240.842861116417,7,39.43,0,0
354.7097381170038,4,0.13,1,0
279.78073475661057,1,12.02,0,0
278.23187967727796,4,53.46,0,1
409.877685198719,5,67.51,0,1
382.54163489880295,4,41.74,1,0
381.35096360006384,4,73.07,0,0
430.54788071543294,7,52.19,0,0
302.1003841632759,6,7.42,0,1
368.1952971294964,8,19.2,0,0
268.9733243406544,4,84.0,0,0
332.4166352488442,3,72.49,0,1
286.98569456323156,1,89.48,1,0
309.6995964992718,4,11.76,0,0
359.51570254369136,1,99.02,0,0
218.17793167665275,4,20.94,0,0
509.238727568546,3,1.18,0,0
199.3982618500298,5,99.74,0,0
178.58113872122678,6,28.11,0,0
415.8110873500068,6,66.8,0,0
379.1662693962936,4,17.67,0,1
362.4119817052155,4,58.02,1,0
362.834550926428,5,90.4,0,0
298.77532271530856,1,32.02,0,1
210.27456285141685,9,67.03,0,1
307.5804558193726,7,18.79,0,1
232.28382884878883,5,62.48,0,0
397.5119733417751,4,33.65,0,0
285.29426184978615,5,21.12,1,1
217.45028032074885,4,31.32,0,1
267.86141583470067,1,17.88,1,0
341.2931454275624,3,90.19,1,1
243.62754471960253,7,39.72,0,0
217.77796044335685,6,24.53,0,1
324.36872114919123,10,44.84,1,1
324.49665711087226,4,32.05,1,1
249.30568246288703,5,74.44,0,1
252.89616943816773,6,97.12,0,1
323.20499373576365,6,43.8,0,0
155.19156585026758,8,86.1,1,0
159.25362256234447,4,56.59,0,0
228.1555778747564,3,15.72,0,0
278.6552848288153,3,69.06,0,1
331.09075655980047,9,51.34,0,0
447.53562169495524,7,65.06,0,0
385.76596232020194,2,88.97,0,0
284.0061470036573,2,44.04,1,1
298.0983792097311,4,90.12,0,0
199.74706353621912,6,75.07,0,0
298.148686400761,9,48.86,0,0
271.1341361079862,11,60.32,0,1
332.27185603380894,4,32.56,0,0
217.2769056447677,7,98.36,0,1
351.93465142411725,7,66.74,0,0
453.2738913002578,3,4.38,0,0
289.12398515431425,7,32.66,0,1
340.17117220989417,5,62.33,0,0
369.0143991711112,2,5.63,0,0
259.8779528114164,9,2.39,0,0
322.4092481810417,6,45.0,0,0
301.25924007817946,3,33.27,0,0
309.7676098548832,6,43.83,0,0
222.69902161445336,3,26.27,0,0
302.4510174258943,2,16.47,0,0
349.799829124545,8,68.91,0,1
445.1143607795042,4,51.46,0,1
395.92708260852066,5,20.02,0,0
515.3182457511557,4,31.96,0,0
223.26524371119507,3,59.18,0,0
387.23206367206785,4,7.22,0,0
318.3342005738352,3,14.75,0,0
518.9802933217672,11,7.32,0,0
219.17017146448484,6,81.23,0,0
216.0278157819224,5,75.24,0,0
240.06073545559778,5,75.33,0,0
87.61042756901932,5,71.63,0,1
247.4244978319239,3,66.94,0,0
224.0867338446302,6,47.7,0,1
315.03937864762077,4,64.23,1,1
334.17559757771596,5,3.84,0,0
487.61708392158863,3,62.15,0,0
395.042383818605,7,77.79,0,0
242.3096344337597,3,50.04,0,0
210.1585328651642,6,35.75,0,0
349.19191715065057,7,27.74,0,1
167.9766792979358,1,64.28,0,0
483.14587658543536,6,69.28,0,0
417.9440120721287,4,87.1,0,1
253.08243478952951,2,34.23,0,1
128.68654709091226,2,76.98,1,0
435.3872374165413,5,56.14,0,1
288.5460154747382,5,88.28,0,0
423.7816311973462,3,52.78,0,0
140.5572341205633,5,51.76,0,0
240.06249770462273,11,57.79,0,0
300.5243699718183,2,74.93,0,1
304.6980593764742,6,96.47,0,0
254.99345285207562,5,7.36,0,0
362.2849932347499,3,5.34,0,0
193.23795706174056,4,93.76,0,0
285.76205149787063,10,52.99,0,0
312.02956317118986,1,61.49,0,0
351.4438834058749,8,48.24,0,1
371.161487808889,3,9.37,0,0
187.53579081621308,5,76.81,0,0
146.58858292643777,4,74.72,0,0
427.7676821898509,11,31.17,0,0
333.23140119795914,3,30.62,0,0
225.15134634434463,4,83.78,0,1
455.1151975522523,3,7.24,0,1
311.56746342928585,3,88.11,0,0
417.9297184063827,8,25.67,0,0
306.7518481410109,1,59.3,0,1
506.0747924881987,5,93.6,0,0
475.5340842443204,7,67.81,0,0
275.10358515209265,3,41.44,1,0
397.1570950954355,7,68.95,0,1
364.5375949585148,5,34.4,0,0
436.8631557532349,7,27.73,0,1
203.50765394198956,5,99.67,1,1
368.6051459998439,7,75.08,0,0
405.84244868495875,5,64.47,0,1
124.12605135768857,4,35.53,0,1
181.6741487334225,5,4.92,0,0
96.07678222398994,11,3.11,0,0
273.0593165555442,7,55.42,0,0
371.7542255795962,6,76.2,0,0
450.23570520960277,3,53.74,0,0
307.40947804197754,1,84.08,0,0
462.8615545571292,10,3.34,0,0
161.98985417851085,5,36.68,0,1
129.66175606448454,5,23.71,0,0
294.4452301103381,3,44.73,0,0
338.40654489393074,4,7.24,1,0
296.7305251905907,2,95.41,0,0
93.25578999601234,2,22.33,0,0
291.08799604872115,7,92.23,0,0
169.55304994951467,3,42.59,1,0
366.9672548830039,1,98.55,0,1
336.65982460968485,3,55.41,0,1
206.01202136726448,7,93.08,0,0
248.61330826633065,5,0.53,0,1
194.07864781110484,5,74.82,0,1
293.7320902726828,4,90.31,1,0
395.51423205012384,5,13.97,0,1
201.42739536644564,5,9.61,0,1
350.40465155178447,3,42.46,0,0
246.9742381627559,3,93.37,0,0
220.71271677376558,6,54.24,0,0
289.29696400454424,6,52.75,0,0
196.4757677580626,4,14.11,0,1
244.6350694652818,9,0.08,0,0
180.21221074111514,6,81.01,0,1
496.47251329163896,5,8.76,0,1
303.52635519717285,5,63.38,1,1
230.02744920074144,4,91.46,0,1
321.3979910734222,10,20.87,0,0
288.76719503091704,6,66.53,0,0
277.9030400466777,2,7.87,0,1
361.4166700043425,4,60.38,0,0
375.7507710047305,3,16.39,0,0
246.94988523894725,2,73.6,0,1
242.418175935532,5,30.12,0,1
272.4948302848356,6,46.34,0,0
69.80788352644151,5,59.94,0,1
148.48089378014478,10,17.13,0,1
436.68742674445247,5,74.16,0,0
464.49677135012837,5,30.26,0,0
275.09639604436217,4,66.24,0,1
357.6556963055766,4,15.83,0,0
331.1250154543536,3,68.81,0,0
607.8880808455237,6,12.82,0,0
411.9574911434577,4,42.54,0,1
287.20824085192334,2,24.72,1,0
204.44595593995743,9,74.84,1,0
139.35536797424274,5,26.2,0,0
320.3463635867223,9,88.17,0,1
224.36492547156968,5,89.18,0,0
157.77462904023258,5,19.64,0,0
235.34271157574733,1,61.38,0,1
191.8451996385605,5,8.77,0,0
468.71416350725644,8,39.15,0,1
388.16397569494507,6,71.33,1,1
299.20273586833827,2,65.94,0,1
447.99441388900254,5,62.47,0,0
307.7368307647618,5,28.25,0,1
213.87157986717364,4,37.8,0,1
452.3124077269657,6,10.29,0,1
353.8910043684659,5,71.9,0,0
196.27538456735437,6,50.39,0,1
280.9661321916392,5,70.88,0,0
212.43817466152427,4,24.89,0,0
161.7200269035664,7,32.44,0,0
392.61775475316415,5,33.42,1,1
490.94166404701303,7,2.57,0,0
160.14324261808588,6,34.1,1,0
356.2969236690571,4,80.33,0,1
234.9357430878173,8,89.73,0,0
251.2874616235304,4,51.82,0,1
240.76060757611307,3,45.55,0,0
213.6009230320184,5,3.08,1,0
304.8521627944827,10,87.92,0,1
216.90498835889622,6,1.3,0,1
327.0456825779839,4,94.48,0,0
294.9761890550863,3,48.92,0,1
276.10519531335905,3,34.19,0,0
209.2436337958402,5,92.42,0,0
242.32286694316673,2,2.44,0,0
375.5391225825756,6,58.14,0,0
350.09171876243806,2,54.89,1,0
202.24447552014487,5,21.93,0,0
309.9332305429226,2,42.89,0,0
375.1387123371789,6,65.23,0,0
133.05947188786283,3,72.71,0,0
354.3360192379935,5,0.07,0,0
233.73762410541534,2,93.69,0,1
357.05986685931595,6,16.45,0,1
223.67408434574833,6,23.36,0,0
119.5117899335481,7,26.35,0,1
137.24575621168373,6,3.78,0,1
304.8084946661382,6,12.31,0,0
325.97225017214816,4,98.63,0,0
209.56833748955916,4,31.52,1,1
363.8592458777374,7,11.53,0,0
133.847993773104,5,10.7,0,1
293.39202013526835,5,71.95,0,1
178.89838002375433,8,85.46,0,1
234.81638921978407,4,25.7,0,1
304.7398671316414,2,2.09,0,0
213.95866347160478,3,22.31,0,0
261.5444455770175,4,5.65,0,1
400.62928092144404,6,10.34,0,0
242.31081304768512,9,43.15,0,1
383.5692112065142,3,22.99,0,1
187.02931453423818,5,51.59,0,1
352.9804177915283,3,25.35,0,0
444.15686206579005,2,94.05,0,0
52.835549987271065,4,90.59,0,0
220.31047445295232,9,56.68,0,0
357.707212718054,4,35.44,0,1
279.6954613957007,5,38.11,1,1
337.1145873371309,8,41.19,0,1
239.60148132841795,8,72.76,0,0
308.65897874729,5,45.16,1,0
284.432276460792,3,85.67,0,1
416.77820616598075,9,94.41,0,0
325.4420843301213,2,33.59,0,0
333.7602662075202,8,56.07,0,1
258.8123033877533,7,9.51,0,1
251.23937759275066,6,20.05,0,0
256.7441812180379,9,41.35,0,1
339.4452142378297,3,20.62,0,0
257.90155191797373,6,87.66,0,1
328.9774856896413,7,15.83,1,0
507.5400798645439,7,45.57,0,0
387.1124703431692,5,60.57,0,1
267.39764678321586,5,69.19,0,0
420.1213922163945,1,38.31,1,1
259.19246269784486,7,86.91,0,1
96.1875464822146,4,56.83,0,1
199.1913689082596,7,43.95,1,1
112.92080789741442,5,6.72,0,0
264.8486515958691,5,46.47,1,1
301.84183791895515,3,82.07,0,0
467.6437312275283,5,61.45,0,0
332.6927373764163,5,83.22,1,1
278.08994711911356,4,49.4,0,0
382.9405581183489,3,11.85,0,0
78.8864690992115,3,1.36,0,0
323.5614558108566,5,30.32,1,1
377.0865193886967,10,69.8,0,1
152.14137542201584,2,79.03,0,0
414.3754043206929,5,29.58,0,0
333.8496407494414,3,49.57,0,1
258.47120860991987,4,42.11,0,0
363.2781866106285,6,41.05,0,0
527.0692857804396,3,23.13,0,0
318.1866255058495,4,13.64,0,0
324.8220586300336,4,19.67,0,0
254.0639100459756,5,5.53,0,1
215.01556305352082,8,19.81,0,0
383.03358165442455,5,0.92,1,1
214.39161740911328,6,62.73,0,1
307.15662372193924,3,31.64,0,1
252.23425532348833,4,97.31,0,0
347.8979825746392,5,19.37,0,0
333.3662105286948,6,34.58,0,0
403.7539944257899,7,35.78,0,1
248.9983601145253,5,0.85,0,0
273.01250647066286,2,83.92,1,0
202.12362842176927,6,3.2,0,0
255.57067399238883,4,94.02,0,0
337.7300493044852,2,89.21,0,0
375.6988616645352,4,53.55,1,0
207.78346758223745,2,54.36,0,0
386.960592010566,3,65.38,0,0
435.56378588049506,4,38.71,0,0
341.3434903223701,7,64.72,0,1
487.6795812558066,5,4.48,0,0
222.6210800896427,5,5.4,0,0
175.53452966885828,7,45.72,0,0
122.12797510957213,9,54.96,0,0
449.6044311489183,7,88.78,0,1
365.43656563540577,6,10.47,0,0
294.4415329089545,6,82.26,0,1
327.996862631982,9,21.0,0,1
187.45109527016234,2,39.41,0,1
544.5751979616826,3,31.66,0,0
312.92211819752276,9,40.02,0,0
310.9394794604893,3,15.05,0,1
372.57666238986917,8,50.36,0,0
348.10092317367133,5,80.16,1,1
322.38840242791315,4,44.15,0,1
220.95255445546883,9,49.06,0,1
347.14683571359956,2,84.88,0,0
488.2024496475034,5,70.61,0,1
434.5420046154978,10,49.05,0,1
459.3186626639397,5,25.77,0,1
248.8784323568815,4,88.49,1,0
201.03951797414192,7,57.7,0,0
287.4213079900352,3,22.11,1,0
305.57249122886947,6,26.91,0,0
409.41915184709484,3,80.31,0,0
130.75353702851805,3,4.41,0,1
452.95503194606135,4,99.21,0,0
284.19921014210104,1,13.04,0,1
257.311893005258,2,79.61,0,0
198.78956247398327,4,39.48,0,0
134.51433281342307,5,49.22,1,0
382.31705839619144,8,88.07,0,0
307.3317967188404,7,41.29,0,1
171.0039100258946,7,53.75,1,0
170.4921227936384,2,4.93,0,1
266.42153007098716,6,0.23,0,0
466.90215252893927,8,24.48,0,1
274.0408648636395,6,68.06,0,0
149.6857046881894,4,12.13,0,0
275.42569359140555,4,11.38,0,0
272.72764302523296,4,41.1,0,0
50.0,1,64.78,0,0
294.57051334821875,6,71.21,0,1
276.9065469791322,8,17.85,0,1
369.6206364813418,7,7.96,0,1
484.8956094945345,7,94.04,0,0
412.65650295477576,6,26.07,0,0
273.11113094451696,6,85.33,0,0
189.34740912583297,4,86.35,0,1
557.335980324986,3,77.25,0,1
305.9218434014488,6,16.88,1,1
301.3929291912946,3,82.18,0,1
297.5874912889997,10,76.93,0,0
319.8084760767855,5,59.67,0,0
285.56395880760573,6,33.72,0,0
242.63379931197636,6,26.25,0,0
245.3141058759608,4,12.19,0,0
296.7246729784002,6,50.98,0,0
245.6575228866235,5,58.53,1,1
228.71542173228357,3,35.93,0,1
310.64302276918966,2,47.54,0,1
274.5022782579145,3,36.35,0,1
450.3992988582688,2,64.1,0,0
50.0,8,90.13,1,0
409.15068519224616,7,16.39,1,1
424.60851924976294,4,38.14,0,0
92.66097675918505,3,14.09,1,0
265.7312405919651,3,62.49,0,0
262.85591340042083,6,72.89,1,0
159.24883052821787,5,93.19,0,0
222.21833124091248,1,27.89,0,0
188.94241545341714,8,95.02,0,0
475.22704434236226,9,6.33,0,1
393.5678393147461,4,60.3,0,0
427.15550949941587,7,5.71,0,0
372.1672064043235,3,89.38,0,0
187.09482287827709,7,52.98,0,0
247.54797337202262,5,66.93,0,1
348.9374561227918,6,83.16,1,1
177.78721911080547,8,15.03,0,1
371.2998430172388,2,3.86,1,0
275.9674601841865,4,87.89,0,0
262.5179192450403,9,31.49,0,0
371.0959968203491,4,12.9,0,0
344.426331148604,4,46.85,0,0
263.903383418092,3,59.83,0,0
415.9329803364248,4,3.1,0,0
191.89366724001027,4,27.49,0,1
361.5935606944264,6,3.28,0,0
359.3101257968384,7,42.03,0,1
269.045356068601,3,89.51,0,0
332.6133022242118,6,98.27,0,0
174.8886423614697,8,63.7,0,1
392.4027019206901,7,16.16,0,1
281.50978635570107,3,90.58,0,0
247.72769794809605,4,51.62,0,0
404.90092258368895,6,15.37,0,0
229.56563094572408,8,92.17,0,0
159.15387036364405,3,75.75,0,1
144.33708264760963,4,73.17,0,1
360.60099513456396,3,70.92,0,1
171.9570647503717,8,20.03,0,0
475.47941819843646,1,21.1,0,1
91.8070592116278,3,68.83,0,0
469.6456368290038,7,21.97,0,1
321.1017467202618,5,43.87,0,1
290.32868881296076,9,78.2,0,0
245.50809131910503,5,78.4,0,0
339.9136114352071,4,45.33,1,0
296.23652975751514,5,79.22,0,0
410.33018820165216,7,83.86,0,1
311.422764866204,3,65.48,0,0
315.0301761461878,6,22.84,0,0
263.63877877861444,7,27.4,0,0
294.30543762789324,4,31.48,0,1
330.7801768892059,4,11.68,0,0
128.98316073433745,4,27.32,0,1
165.1814577894287,3,20.95,0,1
374.3264094022715,4,45.53,1,1
317.08654381279416,2,90.84,0,0
281.60166636473207,7,10.45,1,0
301.8433933065393,6,72.03,1,0
334.7581705361671,7,68.73,0,0
246.02403196906386,5,9.58,0,0
222.16952745976874,4,92.26,0,1
319.5845255097681,5,56.85,0,0
202.1627222384968,4,36.37,0,1
340.8252755714472,7,75.65,0,0
129.74163957621596,5,25.74,0,1
402.91556373256435,6,69.35,0,1
347.2597482413043,5,3.97,0,1
325.60297343138757,2,83.94,0,1
398.2690983945514,4,44.82,0,1
466.54744444625766,4,63.67,0,1
401.437006501813,6,22.12,0,0
115.91257686683548,11,67.71,0,0
172.04230332642985,6,77.22,0,0
237.51814223043212,8,47.32,0,0
302.6091050210834,5,61.77,0,0
351.7659020469123,3,45.63,0,0
227.42561868465344,5,89.41,0,0
318.67667644770785,1,49.79,0,0
224.46170676466775,8,84.18,1,0
238.84821970080517,6,80.14,0,1
159.33389031517777,4,41.05,0,0
207.6766753889096,7,23.01,0,1
164.83153943836663,1,40.61,0,0
202.4126747022667,7,82.62,0,1
405.364179660784,3,22.76,0,1
205.0601111168057,9,52.44,1,1
563.2382064837391,4,80.61,0,1
349.33179008808895,2,35.35,0,0
318.4836123694874,4,64.22,0,1
214.16422198187865,6,24.56,0,1
370.03098794089914,2,10.93,0,1
242.4362173762226,1,79.44,0,1
312.20098146453614,7,9.9,0,0
556.0084538268795,7,27.14,0,1
290.394010027535,6,85.51,0,0
414.92733262856757,8,34.65,0,0
229.68235748741125,7,97.3,0,0
296.50115095030384,5,97.97,0,1
477.080063563551,6,26.83,0,0
237.30329422122327,6,4.1,1,0
481.2448557996929,7,70.51,0,0
370.77519354554755,6,45.1,0,1
243.75332241057322,3,10.08,0,1
363.2407739055521,3,70.75,0,0
397.255444962673,1,3.12,0,0
362.1809962217196,5,87.02,1,1
142.97752801095436,3,13.87,0,1
